Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played,Year,Winrate
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Haven,FUT Esports,"['omen', 'cypher', 'breach', 'yoru', 'kayo']",0,1,1,2025,0.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Pearl,FUT Esports,"['astra', 'cypher', 'yoru', 'tejo', 'fade']",1,0,1,2025,1.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Split,FUT Esports,"['astra', 'raze', 'cypher', 'breach', 'fade']",0,1,1,2025,0.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Bind,GIANTX,"['astra', 'raze', 'fade', 'viper', 'gekko']",0,1,1,2025,0.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Fracture,GIANTX,"['raze', 'breach', 'fade', 'brimstone', 'killjoy']",1,1,2,2025,0.5
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Haven,GIANTX,"['sova', 'omen', 'breach', 'jett', 'killjoy']",1,0,1,2025,1.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Lotus,GIANTX,"['raze', 'omen', 'fade', 'vyse', 'viper']",1,1,2,2025,0.5
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Pearl,GIANTX,"['astra', 'sova', 'jett', 'kayo', 'killjoy']",0,1,1,2025,0.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Split,GIANTX,"['raze', 'omen', 'vyse', 'viper', 'skye']",0,1,1,2025,0.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Abyss,Gentle Mates,"['astra', 'sova', 'omen', 'yoru', 'jett']",1,1,2,2025,0.5
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Fracture,Gentle Mates,"['raze', 'cypher', 'breach', 'fade', 'brimstone']",0,2,2,2025,0.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Haven,Gentle Mates,"['sova', 'omen', 'cypher', 'breach', 'neon']",2,0,2,2025,1.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Lotus,Gentle Mates,"['omen', 'cypher', 'breach', 'yoru', 'tejo']",0,1,1,2025,0.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Pearl,Gentle Mates,"['astra', 'sova', 'jett', 'kayo', 'killjoy']",2,1,3,2025,0.6666666666666666
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Abyss,KOI,"['astra', 'sova', 'cypher', 'jett', 'kayo']",0,1,1,2025,0.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Bind,KOI,"['astra', 'raze', 'tejo', 'kayo', 'viper']",0,1,1,2025,0.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Fracture,KOI,"['yoru', 'tejo', 'brimstone', 'vyse', 'killjoy']",1,0,1,2025,1.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Haven,KOI,"['omen', 'cypher', 'breach', 'tejo', 'jett']",0,1,1,2025,0.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Lotus,KOI,"['omen', 'cypher', 'yoru', 'tejo', 'vyse']",1,0,1,2025,1.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Pearl,KOI,"['omen', 'yoru', 'tejo', 'vyse', 'killjoy']",0,1,1,2025,0.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Abyss,Karmine Corp,"['astra', 'yoru', 'fade', 'vyse', 'harbor']",0,2,2,2025,0.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Bind,Karmine Corp,"['astra', 'yoru', 'vyse', 'gekko', 'deadlock']",3,0,3,2025,1.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Fracture,Karmine Corp,"['astra', 'cypher', 'breach', 'yoru', 'tejo']",0,1,1,2025,0.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Haven,Karmine Corp,"['omen', 'yoru', 'fade', 'killjoy', 'harbor']",0,1,1,2025,0.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Lotus,Karmine Corp,"['omen', 'yoru', 'fade', 'vyse', 'harbor']",1,1,2,2025,0.5
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Abyss,Natus Vincere,"['astra', 'sova', 'omen', 'jett', 'kayo']",1,0,1,2025,1.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Bind,Natus Vincere,"['raze', 'brimstone', 'kayo', 'vyse', 'gekko']",0,1,1,2025,0.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Fracture,Natus Vincere,"['raze', 'cypher', 'breach', 'fade', 'brimstone']",1,0,1,2025,1.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Haven,Natus Vincere,"['sova', 'omen', 'cypher', 'breach', 'yoru']",0,1,1,2025,0.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Lotus,Natus Vincere,"['astra', 'omen', 'tejo', 'vyse', 'sage']",0,1,1,2025,0.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Pearl,Natus Vincere,"['astra', 'sova', 'jett', 'kayo', 'killjoy']",0,1,1,2025,0.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Abyss,Team Heretics,"['astra', 'chamber', 'sova', 'tejo', 'yoru']",0,3,3,2025,0.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Fracture,Team Heretics,"['astra', 'raze', 'cypher', 'tejo', 'skye']",1,1,2,2025,0.5
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Haven,Team Heretics,"['sova', 'omen', 'cypher', 'yoru', 'tejo']",0,1,1,2025,0.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Lotus,Team Heretics,"['astra', 'raze', 'omen', 'fade', 'killjoy']",1,1,2,2025,0.5
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Pearl,Team Heretics,"['astra', 'tejo', 'jett', 'kayo', 'killjoy']",2,0,2,2025,1.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Abyss,Team Liquid,"['sova', 'omen', 'cypher', 'jett', 'kayo']",4,0,4,2025,1.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Bind,Team Liquid,"['raze', 'brimstone', 'viper', 'gekko', 'skye']",2,2,4,2025,0.5
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Fracture,Team Liquid,"['breach', 'brimstone', 'cypher', 'raze', 'tejo']",2,3,5,2025,0.4
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Haven,Team Liquid,"['omen', 'cypher', 'breach', 'tejo', 'jett']",3,0,3,2025,1.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Lotus,Team Liquid,"['raze', 'fade', 'viper', 'clove', 'reyna']",1,1,2,2025,0.5
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Pearl,Team Liquid,"['astra', 'cypher', 'jett', 'kayo', 'sova']",0,3,3,2025,0.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Split,Team Liquid,"['astra', 'raze', 'yoru', 'fade', 'viper']",3,0,3,2025,1.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Abyss,Team Vitality,"['astra', 'sova', 'breach', 'tejo', 'jett']",2,0,2,2025,1.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Bind,Team Vitality,"['raze', 'tejo', 'brimstone', 'viper', 'skye']",2,1,3,2025,0.6666666666666666
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Fracture,Team Vitality,"['raze', 'breach', 'tejo', 'brimstone', 'vyse']",1,0,1,2025,1.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Haven,Team Vitality,"['sova', 'omen', 'cypher', 'yoru', 'iso']",2,1,3,2025,0.6666666666666666
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Lotus,Team Vitality,"['raze', 'omen', 'fade', 'vyse', 'viper']",1,0,1,2025,1.0
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Split,Team Vitality,"['raze', 'omen', 'breach', 'fade', 'viper']",1,1,2,2025,0.5
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Ascent,Apeks,"['omen', 'yoru', 'cypher', 'sova', 'deadlock']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Haven,Apeks,"['omen', 'cypher', 'breach', 'sova', 'neon']",0,1,1,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Icebox,Apeks,"['tejo', 'viper', 'breach', 'killjoy', 'waylay']",0,1,1,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Lotus,Apeks,"['omen', 'tejo', 'yoru', 'viper', 'breach']",1,3,4,2025,0.25
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Split,Apeks,"['breach', 'omen', 'tejo', 'viper', 'yoru']",0,3,3,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Ascent,BBL Esports,"['fade', 'jett', 'kayo', 'omen', 'yoru']",2,2,4,2025,0.5
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Fracture,BBL Esports,"['astra', 'breach', 'cypher', 'jett', 'tejo']",2,2,4,2025,0.5
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Haven,BBL Esports,"['breach', 'cypher', 'jett', 'omen', 'sova']",2,2,4,2025,0.5
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Icebox,BBL Esports,"['jett', 'kayo', 'killjoy', 'tejo', 'viper']",2,2,4,2025,0.5
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Lotus,BBL Esports,"['omen', 'tejo', 'cypher', 'breach', 'jett']",2,0,2,2025,1.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Pearl,BBL Esports,"['yoru', 'sova', 'astra', 'vyse', 'chamber']",2,0,2,2025,1.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Split,BBL Esports,"['breach', 'cypher', 'omen', 'raze', 'tejo']",2,0,2,2025,1.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Ascent,FNATIC,"['omen', 'tejo', 'yoru', 'sova', 'vyse']",0,1,1,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Fracture,FNATIC,"['tejo', 'cypher', 'breach', 'neon', 'brimstone']",4,0,4,2025,1.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Haven,FNATIC,"['omen', 'yoru', 'cypher', 'sova', 'iso']",2,1,3,2025,0.6666666666666666
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Icebox,FNATIC,"['tejo', 'viper', 'killjoy', 'gekko', 'sage']",2,1,3,2025,0.6666666666666666
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Lotus,FNATIC,"['omen', 'viper', 'fade', 'raze', 'killjoy']",4,1,5,2025,0.8
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Split,FNATIC,"['yoru', 'viper', 'fade', 'raze', 'astra']",5,1,6,2025,0.8333333333333334
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Ascent,FUT Esports,"['jett', 'kayo', 'killjoy', 'omen', 'sova']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Fracture,FUT Esports,"['cypher', 'breach', 'kayo', 'neon', 'brimstone']",2,0,2,2025,1.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Haven,FUT Esports,"['omen', 'cypher', 'sova', 'neon', 'chamber']",1,0,1,2025,1.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Icebox,FUT Esports,"['deadlock', 'jett', 'kayo', 'tejo', 'viper']",0,2,2,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Lotus,FUT Esports,"['breach', 'cypher', 'fade', 'jett', 'omen']",3,2,5,2025,0.6
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Pearl,FUT Esports,"['tejo', 'yoru', 'cypher', 'fade', 'astra']",1,1,2,2025,0.5
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Split,FUT Esports,"['fade', 'omen', 'tejo', 'viper', 'yoru']",1,3,4,2025,0.25
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Ascent,GIANTX,"['omen', 'cypher', 'sova', 'jett', 'kayo']",2,0,2,2025,1.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Fracture,GIANTX,"['tejo', 'cypher', 'breach', 'neon', 'brimstone']",1,0,1,2025,1.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Haven,GIANTX,"['cypher', 'iso', 'jett', 'omen', 'tejo']",0,2,2,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Lotus,GIANTX,"['breach', 'neon', 'omen', 'tejo', 'vyse']",1,3,4,2025,0.25
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Pearl,GIANTX,"['tejo', 'yoru', 'sova', 'astra', 'vyse']",0,1,1,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Split,GIANTX,"['omen', 'tejo', 'yoru', 'cypher', 'breach']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Fracture,Gentle Mates,"['breach', 'brimstone', 'cypher', 'neon', 'tejo']",0,2,2,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Haven,Gentle Mates,"['breach', 'cypher', 'neon', 'omen', 'sova']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Icebox,Gentle Mates,"['tejo', 'viper', 'killjoy', 'kayo', 'waylay']",2,1,3,2025,0.6666666666666666
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Lotus,Gentle Mates,"['breach', 'fade', 'omen', 'viper', 'yoru']",0,2,2,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Pearl,Gentle Mates,"['tejo', 'yoru', 'sova', 'killjoy', 'astra']",0,1,1,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Split,Gentle Mates,"['breach', 'omen', 'tejo', 'viper', 'yoru']",1,1,2,2025,0.5
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Fracture,KOI,"['tejo', 'cypher', 'breach', 'raze', 'brimstone']",1,0,1,2025,1.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Icebox,KOI,"['iso', 'killjoy', 'sova', 'tejo', 'viper']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Lotus,KOI,"['cypher', 'omen', 'tejo', 'vyse', 'yoru']",0,3,3,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Pearl,KOI,"['astra', 'sova', 'tejo', 'vyse', 'yoru']",0,2,2,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Split,KOI,"['omen', 'tejo', 'yoru', 'viper', 'breach']",0,2,2,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Ascent,Karmine Corp,"['cypher', 'jett', 'omen', 'raze', 'sova']",0,2,2,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Fracture,Karmine Corp,"['tejo', 'cypher', 'breach', 'jett', 'astra']",0,1,1,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Haven,Karmine Corp,"['omen', 'yoru', 'cypher', 'sova', 'phoenix']",1,0,1,2025,1.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Icebox,Karmine Corp,"['omen', 'tejo', 'viper', 'killjoy', 'kayo']",4,0,4,2025,1.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Lotus,Karmine Corp,"['omen', 'yoru', 'fade', 'vyse', 'harbor']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Pearl,Karmine Corp,"['yoru', 'fade', 'astra', 'vyse', 'harbor']",2,1,3,2025,0.6666666666666666
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Split,Karmine Corp,"['omen', 'yoru', 'viper', 'fade', 'raze']",0,1,1,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Ascent,Natus Vincere,"['omen', 'tejo', 'yoru', 'cypher', 'deadlock']",1,1,2,2025,0.5
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Fracture,Natus Vincere,"['cypher', 'breach', 'fade', 'raze', 'brimstone']",0,3,3,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Haven,Natus Vincere,"['omen', 'yoru', 'cypher', 'sova', 'vyse']",2,1,3,2025,0.6666666666666666
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Icebox,Natus Vincere,"['omen', 'tejo', 'viper', 'killjoy', 'gekko']",2,1,3,2025,0.6666666666666666
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Lotus,Natus Vincere,"['astra', 'chamber', 'fade', 'omen', 'raze']",0,2,2,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Pearl,Natus Vincere,"['tejo', 'yoru', 'sova', 'killjoy', 'astra']",1,1,2,2025,0.5
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Split,Natus Vincere,"['omen', 'fade', 'raze', 'astra', 'vyse']",3,2,5,2025,0.6
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Ascent,Team Heretics,"['cypher', 'jett', 'omen', 'sova', 'yoru']",2,1,3,2025,0.6666666666666666
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Fracture,Team Heretics,"['breach', 'brimstone', 'cypher', 'neon', 'raze']",0,2,2,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Haven,Team Heretics,"['omen', 'yoru', 'cypher', 'sova', 'iso']",5,0,5,2025,1.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Icebox,Team Heretics,"['gekko', 'killjoy', 'neon', 'sova', 'viper']",4,2,6,2025,0.6666666666666666
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Heretics,"['omen', 'tejo', 'breach', 'vyse', 'neon']",2,0,2,2025,1.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Heretics,"['yoru', 'cypher', 'sova', 'jett', 'astra']",1,0,1,2025,1.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Split,Team Heretics,"['fade', 'iso', 'omen', 'raze', 'viper']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Ascent,Team Liquid,"['omen', 'tejo', 'cypher', 'jett', 'deadlock']",2,1,3,2025,0.6666666666666666
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Fracture,Team Liquid,"['tejo', 'breach', 'vyse', 'neon', 'brimstone']",2,1,3,2025,0.6666666666666666
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Haven,Team Liquid,"['cypher', 'deadlock', 'omen', 'tejo', 'yoru']",1,3,4,2025,0.25
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Icebox,Team Liquid,"['gekko', 'jett', 'kayo', 'killjoy', 'viper']",1,4,5,2025,0.2
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Liquid,"['omen', 'tejo', 'cypher', 'deadlock', 'waylay']",3,0,3,2025,1.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Split,Team Liquid,"['yoru', 'viper', 'fade', 'raze', 'astra']",4,2,6,2025,0.6666666666666666
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Ascent,Team Vitality,"['omen', 'tejo', 'yoru', 'cypher', 'kayo']",1,0,1,2025,1.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Fracture,Team Vitality,"['tejo', 'cypher', 'breach', 'neon', 'brimstone']",0,1,1,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Haven,Team Vitality,"['cypher', 'iso', 'omen', 'sova', 'yoru']",0,3,3,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Icebox,Team Vitality,"['jett', 'kayo', 'killjoy', 'sova', 'viper']",0,2,2,2025,0.0
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Vitality,"['breach', 'omen', 'tejo', 'viper', 'yoru']",2,1,3,2025,0.6666666666666666
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Split,Team Vitality,"['breach', 'cypher', 'omen', 'tejo', 'yoru']",2,1,3,2025,0.6666666666666666
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Ascent,Apeks,"['omen', 'sova', 'cypher', 'yoru', 'jett']",0,2,2,2025,0.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Bind,Apeks,"['viper', 'fade', 'raze', 'gekko', 'brimstone']",0,1,1,2025,0.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,Apeks,"['cypher', 'fade', 'neon', 'omen', 'yoru']",1,1,2,2025,0.5
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,Apeks,"['omen', 'sova', 'cypher', 'yoru', 'neon']",0,1,1,2025,0.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,Apeks,"['omen', 'sova', 'viper', 'jett', 'killjoy']",0,2,2,2025,0.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,Apeks,"['fade', 'omen', 'raze', 'vyse', 'yoru']",1,3,4,2025,0.25
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,Apeks,"['omen', 'sova', 'viper', 'neon', 'deadlock']",2,0,2,2025,1.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Ascent,BBL Esports,"['chamber', 'fade', 'jett', 'kayo', 'omen']",3,2,5,2025,0.6
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Bind,BBL Esports,"['brimstone', 'fade', 'iso', 'viper', 'yoru']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,BBL Esports,"['astra', 'fade', 'gekko', 'omen', 'phoenix']",0,2,2,2025,0.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,BBL Esports,"['omen', 'sova', 'cypher', 'jett', 'breach']",1,1,2,2025,0.5
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,BBL Esports,"['omen', 'sova', 'viper', 'jett', 'killjoy']",3,1,4,2025,0.75
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,BBL Esports,"['omen', 'fade', 'raze', 'deadlock', 'chamber']",2,1,3,2025,0.6666666666666666
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,BBL Esports,"['omen', 'sova', 'viper', 'neon', 'deadlock']",3,2,5,2025,0.6
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Ascent,FNATIC,"['omen', 'sova', 'yoru', 'vyse', 'chamber']",1,3,4,2025,0.25
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Bind,FNATIC,"['astra', 'fade', 'raze', 'tejo', 'viper']",4,1,5,2025,0.8
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,FNATIC,"['viper', 'fade', 'yoru', 'vyse', 'astra']",2,0,2,2025,1.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,FNATIC,"['killjoy', 'neon', 'omen', 'sova', 'viper']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,FNATIC,"['sova', 'viper', 'jett', 'killjoy', 'sage']",2,0,2,2025,1.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,FNATIC,"['omen', 'viper', 'fade', 'raze', 'killjoy']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,FNATIC,"['omen', 'sova', 'cypher', 'yoru', 'neon']",0,1,1,2025,0.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Ascent,FUT Esports,"['omen', 'sova', 'jett', 'kayo', 'vyse']",0,1,1,2025,0.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Bind,FUT Esports,"['omen', 'viper', 'fade', 'raze', 'kayo']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,FUT Esports,"['omen', 'sova', 'cypher', 'neon', 'breach']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,FUT Esports,"['omen', 'cypher', 'fade', 'yoru', 'raze']",1,1,2,2025,0.5
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,FUT Esports,"['omen', 'cypher', 'fade', 'raze', 'kayo']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Ascent,GIANTX,"['omen', 'sova', 'cypher', 'jett', 'kayo']",3,2,5,2025,0.6
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Bind,GIANTX,"['astra', 'deadlock', 'gekko', 'raze', 'viper']",2,3,5,2025,0.4
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,GIANTX,"['omen', 'cypher', 'fade', 'kayo', 'neon']",2,1,3,2025,0.6666666666666666
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,GIANTX,"['omen', 'sova', 'cypher', 'neon', 'breach']",3,2,5,2025,0.6
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,GIANTX,"['viper', 'jett', 'kayo', 'killjoy', 'gekko']",1,1,2,2025,0.5
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,GIANTX,"['omen', 'viper', 'cypher', 'fade', 'raze']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,GIANTX,"['omen', 'sova', 'cypher', 'neon', 'breach']",5,2,7,2025,0.7142857142857143
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Ascent,Gentle Mates,"['omen', 'sova', 'jett', 'kayo', 'killjoy']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Bind,Gentle Mates,"['viper', 'fade', 'gekko', 'astra', 'waylay']",1,1,2,2025,0.5
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,Gentle Mates,"['deadlock', 'fade', 'neon', 'omen', 'viper']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,Gentle Mates,"['omen', 'sova', 'viper', 'neon', 'killjoy']",0,1,1,2025,0.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,Gentle Mates,"['omen', 'sova', 'viper', 'neon', 'breach']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,Gentle Mates,"['breach', 'cypher', 'neon', 'omen', 'sova']",0,2,2,2025,0.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Ascent,KOI,"['chamber', 'omen', 'sova', 'vyse', 'yoru']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Bind,KOI,"['viper', 'fade', 'raze', 'gekko', 'brimstone']",0,1,1,2025,0.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,KOI,"['omen', 'viper', 'fade', 'raze', 'gekko']",1,0,1,2025,1.0
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,KOI,"['cypher', 'iso', 'omen', 'sova', 'yoru']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,KOI,"['jett', 'killjoy', 'sage', 'sova', 'viper']",1,1,2,2025,0.5
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,KOI,"['breach', 'neon', 'omen', 'sova', 'viper']",1,2,3,2025,0.3333333333333333
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,KOI,"['omen', 'sova', 'kayo', 'neon', 'vyse']",0,1,1,2025,0.0
