Tournament,Stage,Match Type,Map,Team,Composition,Winrate,Total Maps Played
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Haven,Natus Vincere,"killjoy,neon,omen,sova,viper",1.0,1
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Haven,Team Heretics,"cypher,iso,omen,sova,yoru",0.0,1
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Icebox,Natus Vincere,"jett,killjoy,sage,sova,viper",1.0,1
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Icebox,Team Heretics,"jett,killjoy,sova,viper,yoru",0.0,1
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Lotus,FNATIC,"fade,killjoy,omen,raze,viper",0.0,1
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Lotus,GIANTX,"cypher,fade,omen,raze,viper",1.0,1
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Sunset,FNATIC,"cypher,neon,omen,sova,yoru",0.0,1
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Sunset,GIANTX,"breach,cypher,neon,omen,sova",1.0,1
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,Haven,GIANTX,"breach,cypher,neon,omen,sova",1.0,1
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,Haven,Natus Vincere,"killjoy,neon,omen,sova,viper",0.0,1
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,Icebox,GIANTX,"gekko,jett,kayo,killjoy,viper",0.0,1
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,Icebox,Natus Vincere,"jett,killjoy,sage,sova,viper",1.0,1
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,Sunset,GIANTX,"breach,cypher,neon,omen,sova",1.0,1
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,Sunset,Natus Vincere,"breach,cypher,fade,omen,raze",0.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,Ascent,BBL Esports,"fade,jett,kayo,omen,tejo",0.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,Ascent,Team Liquid,"cypher,jett,kayo,omen,sova",1.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,Bind,BBL Esports,"brimstone,fade,iso,viper,yoru",0.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,Bind,Team Liquid,"brimstone,gekko,raze,skye,viper",1.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,Sunset,BBL Esports,"deadlock,neon,omen,sova,viper",1.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,Sunset,Team Liquid,"cypher,fade,omen,raze,yoru",0.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,Ascent,BBL Esports,"fade,jett,kayo,omen,tejo",1.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,Ascent,FNATIC,"chamber,omen,sova,vyse,yoru",0.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,Ascent,GIANTX,"cypher,jett,kayo,omen,sova",1.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,Ascent,Natus Vincere,"cypher,jett,kayo,omen,sova",0.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,Bind,GIANTX,"astra,fade,kayo,raze,viper",0.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,Bind,Natus Vincere,"fade,kayo,omen,raze,viper",1.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,Corrode,BBL Esports,"fade,gekko,omen,viper,yoru",0.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,Corrode,FNATIC,"astra,fade,viper,vyse,yoru",1.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,Haven,BBL Esports,"breach,cypher,jett,omen,sova",1.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,Haven,FNATIC,"killjoy,neon,omen,sova,viper",0.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,Haven,GIANTX,"breach,cypher,neon,omen,sova",1.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,Haven,Natus Vincere,"killjoy,neon,omen,sova,viper",0.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Ascent,BBL Esports,"fade,jett,kayo,omen,tejo",1.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Ascent,GIANTX,"cypher,jett,kayo,omen,sova",0.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Ascent,Team Heretics,"cypher,jett,omen,sova,yoru",0.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Ascent,Team Liquid,"cypher,jett,kayo,omen,sova",1.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Corrode,GIANTX,"cypher,fade,kayo,neon,omen",1.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Corrode,Team Liquid,"deadlock,fade,omen,viper,yoru",0.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Icebox,BBL Esports,"jett,killjoy,omen,sova,viper",1.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Icebox,Team Heretics,"jett,killjoy,sova,viper,yoru",0.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Sunset,GIANTX,"breach,cypher,neon,omen,sova",0.0,1
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Sunset,Team Liquid,"cypher,fade,omen,raze,yoru",1.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Abyss,DRX,"astra,cypher,jett,sova,tejo",1.0,2
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Abyss,DetonatioN FocusMe,"astra,jett,kayo,omen,sova",0.75,4
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Abyss,Gen.G,"cypher,jett,kayo,omen,sova",0.5,2
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Abyss,Global Esports,"astra,breach,chamber,jett,sova",0.0,3
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Abyss,Paper Rex,"cypher,jett,kayo,omen,sova",0.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Abyss,Rex Regum Qeon,"astra,jett,kayo,omen,sova",0.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Abyss,T1,"astra,breach,cypher,sova,yoru",0.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Abyss,TALON,"astra,deadlock,neon,sova,viper",1.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Abyss,Team Secret,"cypher,jett,kayo,omen,sova",1.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Bind,BOOM Esports,"brimstone,fade,kayo,raze,vyse",1.0,2
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Bind,DRX,"brimstone,kayo,raze,tejo,viper",0.5,2
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Bind,Gen.G,"brimstone,fade,gekko,raze,viper",0.3333,3
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Bind,Nongshim RedForce,"brimstone,fade,neon,raze,vyse",0.0,2
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Bind,Paper Rex,"brimstone,clove,deadlock,fade,raze",0.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Bind,T1,"brimstone,gekko,kayo,raze,vyse",0.6,5
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Bind,TALON,"astra,deadlock,fade,gekko,raze",0.6667,3
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,BOOM Esports,"breach,brimstone,cypher,neon,tejo",0.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,DRX,"breach,brimstone,raze,tejo,vyse",1.0,3
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,Gen.G,"breach,brimstone,killjoy,raze,sova",0.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,Nongshim RedForce,"breach,brimstone,neon,raze,tejo",0.0,2
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,Paper Rex,"breach,brimstone,killjoy,raze,tejo",1.0,2
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,Rex Regum Qeon,"breach,brimstone,killjoy,neon,sova",1.0,2
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,T1,"breach,brimstone,cypher,raze,tejo",0.4,5
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,TALON,"breach,brimstone,deadlock,raze,tejo",0.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,ZETA DIVISION,"breach,brimstone,chamber,neon,tejo",0.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Haven,DRX,"cypher,jett,omen,sova,tejo",1.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Haven,DetonatioN FocusMe,"breach,cypher,neon,omen,sova",0.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Haven,Gen.G,"killjoy,neon,omen,sova,viper",1.0,2
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Haven,Nongshim RedForce,"breach,cypher,neon,omen,sova",1.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Haven,Rex Regum Qeon,"breach,jett,killjoy,omen,sova",0.6667,3
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Haven,T1,"cypher,iso,omen,sova,yoru",0.3333,3
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Haven,TALON,"breach,cypher,jett,omen,sova",0.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Haven,Team Secret,"breach,jett,killjoy,omen,sova",0.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Haven,ZETA DIVISION,"breach,cypher,neon,omen,sova",0.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,BOOM Esports,"fade,killjoy,omen,raze,viper",0.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,DRX,"fade,omen,raze,tejo,viper",0.3333,3
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,DetonatioN FocusMe,"astra,fade,omen,raze,vyse",0.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,Gen.G,"fade,killjoy,omen,raze,viper",0.75,4
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,Nongshim RedForce,"fade,neon,omen,viper,vyse",0.75,4
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,Paper Rex,"jett,omen,raze,skye,vyse",1.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,Rex Regum Qeon,"fade,omen,raze,viper,vyse",0.0,3
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,T1,"cypher,iso,omen,raze,sova",1.0,3
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,TALON,"clove,deadlock,fade,omen,raze",0.3333,3
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,Team Secret,"fade,omen,raze,viper,vyse",1.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Lotus,ZETA DIVISION,"breach,cypher,fade,neon,omen",0.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,BOOM Esports,"astra,fade,kayo,killjoy,neon",0.0,2
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,DRX,"astra,jett,killjoy,sova,tejo",0.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,DetonatioN FocusMe,"astra,iso,killjoy,sova,yoru",0.5,2
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,Gen.G,"astra,jett,kayo,killjoy,sova",0.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,Global Esports,"astra,jett,killjoy,sova,vyse",1.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,Nongshim RedForce,"astra,killjoy,neon,sova,vyse",1.0,3
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,Paper Rex,"astra,jett,killjoy,phoenix,sova",0.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,Rex Regum Qeon,"astra,jett,phoenix,sova,vyse",0.6667,3
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,T1,"astra,killjoy,neon,sova,yoru",1.0,2
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,Team Secret,"astra,jett,kayo,killjoy,sova",0.0,2
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,DRX,"breach,cypher,omen,raze,tejo",1.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,DetonatioN FocusMe,"cypher,omen,raze,skye,vyse",1.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,Gen.G,"astra,breach,cypher,raze,tejo",1.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,Global Esports,"astra,cypher,deadlock,fade,raze",0.6667,3
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,Nongshim RedForce,"astra,cypher,fade,kayo,neon",0.5,2
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,Paper Rex,"jett,omen,raze,sage,skye",0.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,T1,"chamber,omen,raze,skye,viper",0.3333,3
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,TALON,"astra,breach,raze,tejo,yoru",0.5,2
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,Team Secret,"astra,cypher,deadlock,raze,skye",0.0,1
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,ZETA DIVISION,"breach,cypher,fade,omen,raze",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Grand Final,Abyss,DRX,"astra,cypher,jett,sova,tejo",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Grand Final,Abyss,T1,"astra,breach,cypher,sova,yoru",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Grand Final,Bind,DRX,"brimstone,kayo,raze,tejo,viper",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Grand Final,Bind,T1,"brimstone,gekko,kayo,raze,vyse",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Grand Final,Fracture,DRX,"breach,brimstone,raze,tejo,vyse",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Grand Final,Fracture,T1,"breach,brimstone,cypher,raze,tejo",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Grand Final,Lotus,DRX,"fade,omen,raze,tejo,viper",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Grand Final,Lotus,T1,"cypher,iso,omen,raze,sova",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Grand Final,Split,DRX,"breach,cypher,omen,raze,tejo",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Grand Final,Split,T1,"chamber,omen,raze,skye,viper",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Final,Bind,Gen.G,"brimstone,fade,gekko,raze,viper",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Final,Bind,T1,"brimstone,gekko,kayo,raze,vyse",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Final,Haven,Gen.G,"killjoy,neon,omen,sova,viper",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Final,Haven,T1,"cypher,iso,omen,sova,yoru",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Final,Lotus,Gen.G,"fade,killjoy,omen,raze,viper",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Final,Lotus,T1,"cypher,iso,omen,raze,sova",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Final,Pearl,Gen.G,"astra,jett,kayo,killjoy,sova",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Final,Pearl,T1,"astra,killjoy,neon,sova,yoru",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Final,Split,Gen.G,"astra,breach,cypher,raze,tejo",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Final,Split,T1,"fade,omen,raze,viper,yoru",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Abyss,DetonatioN FocusMe,"astra,jett,kayo,omen,sova",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Abyss,Global Esports,"astra,breach,chamber,jett,sova",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Bind,BOOM Esports,"brimstone,fade,kayo,raze,vyse",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Bind,Nongshim RedForce,"brimstone,deadlock,fade,raze,vyse",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Fracture,Paper Rex,"breach,brimstone,killjoy,raze,skye",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Fracture,ZETA DIVISION,"breach,brimstone,chamber,neon,tejo",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Haven,Rex Regum Qeon,"breach,jett,killjoy,omen,sova",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Haven,Team Secret,"breach,jett,killjoy,omen,sova",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Lotus,BOOM Esports,"fade,killjoy,omen,raze,viper",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Lotus,Nongshim RedForce,"fade,neon,omen,viper,vyse",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Lotus,Paper Rex,"jett,omen,raze,skye,vyse",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Lotus,Rex Regum Qeon,"fade,omen,raze,viper,vyse",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Lotus,Team Secret,"fade,omen,raze,viper,vyse",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Lotus,ZETA DIVISION,"breach,cypher,fade,neon,omen",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Pearl,BOOM Esports,"astra,fade,kayo,killjoy,neon",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Pearl,Nongshim RedForce,"astra,killjoy,neon,sova,vyse",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Pearl,Rex Regum Qeon,"astra,jett,phoenix,sova,vyse",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Pearl,Team Secret,"astra,jett,kayo,killjoy,sova",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Split,DetonatioN FocusMe,"cypher,omen,raze,skye,vyse",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Split,Global Esports,"astra,cypher,deadlock,fade,raze",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Abyss,DetonatioN FocusMe,"astra,jett,kayo,omen,sova",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Abyss,Paper Rex,"cypher,jett,kayo,omen,sova",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Fracture,Nongshim RedForce,"breach,brimstone,cypher,raze,tejo",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Fracture,Rex Regum Qeon,"breach,brimstone,killjoy,neon,sova",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Lotus,Nongshim RedForce,"astra,fade,neon,omen,vyse",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Lotus,Rex Regum Qeon,"fade,omen,raze,viper,vyse",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Pearl,DetonatioN FocusMe,"astra,jett,kayo,killjoy,tejo",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Pearl,Nongshim RedForce,"astra,neon,sova,tejo,vyse",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Pearl,Paper Rex,"astra,jett,killjoy,phoenix,sova",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Pearl,Rex Regum Qeon,"astra,jett,phoenix,sova,vyse",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Abyss,DetonatioN FocusMe,"astra,jett,kayo,omen,sova",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Abyss,Gen.G,"cypher,jett,kayo,omen,sova",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Bind,Nongshim RedForce,"brimstone,fade,neon,viper,vyse",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Bind,TALON,"astra,deadlock,fade,gekko,raze",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Lotus,DetonatioN FocusMe,"astra,fade,omen,raze,vyse",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Lotus,Gen.G,"fade,killjoy,omen,raze,viper",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Lotus,Nongshim RedForce,"astra,fade,neon,omen,vyse",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Lotus,TALON,"clove,deadlock,fade,omen,raze",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Split,Nongshim RedForce,"astra,breach,cypher,neon,tejo",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Split,TALON,"astra,cypher,deadlock,raze,skye",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,Bind,Gen.G,"brimstone,fade,gekko,raze,viper",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,Bind,TALON,"astra,deadlock,fade,gekko,raze",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,Lotus,Gen.G,"fade,killjoy,omen,raze,viper",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,Lotus,TALON,"deadlock,fade,omen,raze,tejo",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Final,Fracture,DRX,"breach,brimstone,raze,tejo,vyse",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Final,Fracture,T1,"breach,brimstone,cypher,raze,tejo",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Final,Haven,DRX,"cypher,jett,omen,sova,tejo",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Final,Haven,T1,"cypher,iso,omen,sova,yoru",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Final,Lotus,DRX,"fade,omen,raze,tejo,vyse",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Final,Lotus,T1,"cypher,iso,omen,raze,sova",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Abyss,Global Esports,"astra,breach,chamber,jett,sova",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Abyss,TALON,"astra,deadlock,neon,sova,viper",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Bind,Paper Rex,"brimstone,clove,deadlock,fade,raze",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Bind,T1,"brimstone,gekko,kayo,raze,vyse",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Fracture,DRX,"breach,brimstone,killjoy,raze,tejo",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Fracture,Gen.G,"breach,brimstone,killjoy,raze,sova",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Fracture,Nongshim RedForce,"breach,brimstone,killjoy,neon,tejo",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Fracture,Paper Rex,"breach,brimstone,killjoy,raze,tejo",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Fracture,Rex Regum Qeon,"breach,brimstone,killjoy,neon,sova",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Fracture,T1,"breach,brimstone,killjoy,neon,raze",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Haven,Gen.G,"killjoy,neon,omen,sova,viper",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Haven,Rex Regum Qeon,"breach,jett,killjoy,omen,sova",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Lotus,DRX,"fade,omen,raze,tejo,viper",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Lotus,Gen.G,"fade,killjoy,omen,raze,viper",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Lotus,Nongshim RedForce,"cypher,fade,neon,omen,viper",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Lotus,Rex Regum Qeon,"fade,omen,raze,viper,vyse",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Lotus,TALON,"clove,deadlock,fade,omen,raze",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Pearl,DRX,"astra,jett,killjoy,sova,tejo",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Pearl,Nongshim RedForce,"astra,killjoy,neon,skye,vyse",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Split,Global Esports,"astra,cypher,deadlock,fade,raze",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Split,Paper Rex,"jett,omen,raze,sage,skye",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Split,T1,"chamber,omen,raze,skye,viper",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Split,TALON,"astra,breach,raze,tejo,yoru",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Abyss,DetonatioN FocusMe,"astra,jett,kayo,omen,sova",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Abyss,Global Esports,"astra,jett,kayo,omen,sova",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Abyss,Rex Regum Qeon,"astra,jett,kayo,omen,sova",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Abyss,Team Secret,"cypher,jett,kayo,omen,sova",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Bind,BOOM Esports,"brimstone,fade,kayo,raze,vyse",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Bind,T1,"brimstone,gekko,kayo,raze,vyse",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Fracture,BOOM Esports,"breach,brimstone,cypher,neon,tejo",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Fracture,T1,"breach,brimstone,killjoy,neon,raze",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Haven,DetonatioN FocusMe,"breach,cypher,neon,omen,sova",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Haven,Nongshim RedForce,"breach,cypher,neon,omen,sova",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Haven,Rex Regum Qeon,"breach,jett,killjoy,omen,sova",1.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Haven,ZETA DIVISION,"breach,cypher,neon,omen,sova",0.0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Pearl,BOOM Esports,"astra,fade,kayo,killjoy,neon",0.0,1
